Entry ID,Recommended Enzyme Name,Reaction ID,Enzymatic Activity,EC Number,Gene,Organism,Strain/Tissue,Reaction,Cofactor,Cofactor Concentration,Substrate,Value Type,Value,Deviation,Units,Structure,Regulation,Regulation Mechanism,pH,Temp (›C),Buffer/Media,Uniprot,References,Data Point,Notes
168,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitY115C,(3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + Indole,,,(3-Indolyl)-glycerol phosphate,Km (Km),0.42,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S33,
169,tryptophan synthase,,,4.2.1.20,,Escherichia coli,wildtype,L-Serine + Indole = H2O + L-Tryptophan,,,L-Serine,concentration (B),40,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S34,
170,tryptophan synthase,,,4.2.1.20,,Escherichia coli,wildtype,L-Serine + Indole = H2O + L-Tryptophan,,,Indole,concentration (A),Start: 0.02; End: 0.1,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S34,
171,tryptophan synthase,,,4.2.1.20,,Escherichia coli,wildtype,L-Serine + Indole = H2O + L-Tryptophan,,,Enzyme,concentration (E),,,,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S34,
172,tryptophan synthase,,,4.2.1.20,,Escherichia coli,wildtype,L-Serine + Indole = H2O + L-Tryptophan,,,,kcat (kcat),9.54,,s^(-1),((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S34,
173,tryptophan synthase,,,4.2.1.20,,Escherichia coli,wildtype,L-Serine + Indole = H2O + L-Tryptophan,,,Indole,kcat/Km (kcat_Km),318,,mM^(-1)*s^(-1),((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S34,
174,tryptophan synthase,,,4.2.1.20,,Escherichia coli,wildtype,L-Serine + Indole = H2O + L-Tryptophan,,,Indole,Km (Km),0.03,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S34,
175,tryptophan synthase,,,4.2.1.20,,Escherichia coli,wildtype,L-Serine + Indole = H2O + L-Tryptophan,,,L-Serine,concentration (B),40,,mM,Complex: P0A879; Kinetic Law: Michaelis-Menten; ,,,7.8,37,"Tris-Cl, 0.5 mg/ml bovine serum albumine, 0.2 mM dithioerythritol, 4 mM EDTA",P0A879,RF2,S35,experimental conditions are taken from: PubMed ID 1107044
176,tryptophan synthase,,,4.2.1.20,,Escherichia coli,wildtype,L-Serine + Indole = H2O + L-Tryptophan,,,Enzyme,concentration (E),,,,Complex: P0A879; Kinetic Law: Michaelis-Menten; ,,,7.8,37,"Tris-Cl, 0.5 mg/ml bovine serum albumine, 0.2 mM dithioerythritol, 4 mM EDTA",P0A879,RF2,S35,experimental conditions are taken from: PubMed ID 1107044
177,tryptophan synthase,,,4.2.1.20,,Escherichia coli,wildtype,L-Serine + Indole = H2O + L-Tryptophan,,,Indole,concentration (A),Start: 0.02; End: 0.1,,mM,Complex: P0A879; Kinetic Law: Michaelis-Menten; ,,,7.8,37,"Tris-Cl, 0.5 mg/ml bovine serum albumine, 0.2 mM dithioerythritol, 4 mM EDTA",P0A879,RF2,S35,experimental conditions are taken from: PubMed ID 1107044
178,tryptophan synthase,,,4.2.1.20,,Escherichia coli,wildtype,L-Serine + Indole = H2O + L-Tryptophan,,,,kcat (kcat),0.23,,s^(-1),Complex: P0A879; Kinetic Law: Michaelis-Menten; ,,,7.8,37,"Tris-Cl, 0.5 mg/ml bovine serum albumine, 0.2 mM dithioerythritol, 4 mM EDTA",P0A879,RF2,S35,experimental conditions are taken from: PubMed ID 1107044
179,tryptophan synthase,,,4.2.1.20,,Escherichia coli,wildtype,L-Serine + Indole = H2O + L-Tryptophan,,,Indole,kcat/Km (kcat_Km),6.6,,mM^(-1)*s^(-1),Complex: P0A879; Kinetic Law: Michaelis-Menten; ,,,7.8,37,"Tris-Cl, 0.5 mg/ml bovine serum albumine, 0.2 mM dithioerythritol, 4 mM EDTA",P0A879,RF2,S35,experimental conditions are taken from: PubMed ID 1107044
180,tryptophan synthase,,,4.2.1.20,,Escherichia coli,wildtype,L-Serine + Indole = H2O + L-Tryptophan,,,Indole,Km (Km),0.034,,mM,Complex: P0A879; Kinetic Law: Michaelis-Menten; ,,,7.8,37,"Tris-Cl, 0.5 mg/ml bovine serum albumine, 0.2 mM dithioerythritol, 4 mM EDTA",P0A879,RF2,S35,experimental conditions are taken from: PubMed ID 1107044
181,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitP28L,L-Serine + Indole = H2O + L-Tryptophan,,,Indole,concentration (A),Start: 0.02; End: 0.1,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S36,
182,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitP28L,L-Serine + Indole = H2O + L-Tryptophan,,,Enzyme,concentration (E),,,,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S36,
183,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitP28L,L-Serine + Indole = H2O + L-Tryptophan,,,L-Serine,concentration (B),40,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S36,
184,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitP28L,L-Serine + Indole = H2O + L-Tryptophan,,,,kcat (kcat),6.72,,s^(-1),((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S36,
185,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitP28L,L-Serine + Indole = H2O + L-Tryptophan,,,Indole,kcat/Km (kcat_Km),320,,mM^(-1)*s^(-1),((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S36,
186,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitP28L,L-Serine + Indole = H2O + L-Tryptophan,,,Indole,Km (Km),0.021,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S36,
187,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitG51D,L-Serine + Indole = H2O + L-Tryptophan,,,L-Serine,concentration (B),40,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S37,
188,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitG51D,L-Serine + Indole = H2O + L-Tryptophan,,,Enzyme,concentration (E),,,,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S37,
189,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitG51D,L-Serine + Indole = H2O + L-Tryptophan,,,Indole,concentration (A),Start: 0.02; End: 0.1,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S37,
190,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitG51D,L-Serine + Indole = H2O + L-Tryptophan,,,,kcat (kcat),4.29,,s^(-1),((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S37,
191,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitG51D,L-Serine + Indole = H2O + L-Tryptophan,,,Indole,kcat/Km (kcat_Km),238,,mM^(-1)*s^(-1),((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S37,
192,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitG51D,L-Serine + Indole = H2O + L-Tryptophan,,,Indole,Km (Km),0.018,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S37,
193,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitP53H,L-Serine + Indole = H2O + L-Tryptophan,,,Enzyme,concentration (E),,,,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S38,
194,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitP53H,L-Serine + Indole = H2O + L-Tryptophan,,,L-Serine,concentration (B),40,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S38,
195,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitP53H,L-Serine + Indole = H2O + L-Tryptophan,,,Indole,concentration (A),Start: 0.02; End: 0.1,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S38,
196,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitP53H,L-Serine + Indole = H2O + L-Tryptophan,,,,kcat (kcat),0.49,,s^(-1),((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S38,
197,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitP53H,L-Serine + Indole = H2O + L-Tryptophan,,,Indole,kcat/Km (kcat_Km),20,,mM^(-1)*s^(-1),((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S38,
198,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitP53H,L-Serine + Indole = H2O + L-Tryptophan,,,Indole,Km (Km),0.024,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S38,
199,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitP53T,L-Serine + Indole = H2O + L-Tryptophan,,,Enzyme,concentration (E),,,,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S39,
200,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitP53T,L-Serine + Indole = H2O + L-Tryptophan,,,L-Serine,concentration (B),40,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S39,
201,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitP53T,L-Serine + Indole = H2O + L-Tryptophan,,,Indole,concentration (A),Start: 0.02; End: 0.1,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S39,
202,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitP53T,L-Serine + Indole = H2O + L-Tryptophan,,,,kcat (kcat),1.85,,s^(-1),((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S39,
203,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitP53T,L-Serine + Indole = H2O + L-Tryptophan,,,Indole,kcat/Km (kcat_Km),185,,mM^(-1)*s^(-1),((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S39,
204,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitP53T,L-Serine + Indole = H2O + L-Tryptophan,,,Indole,Km (Km),0.01,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S39,
205,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitD56G,L-Serine + Indole = H2O + L-Tryptophan,,,L-Serine,concentration (B),40,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S40,
206,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitD56G,L-Serine + Indole = H2O + L-Tryptophan,,,Enzyme,concentration (E),,,,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S40,
207,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitD56G,L-Serine + Indole = H2O + L-Tryptophan,,,Indole,concentration (A),Start: 0.02; End: 0.1,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S40,
208,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitD56G,L-Serine + Indole = H2O + L-Tryptophan,,,,kcat (kcat),0.19,,s^(-1),((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S40,
209,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitD56G,L-Serine + Indole = H2O + L-Tryptophan,,,Indole,kcat/Km (kcat_Km),7.9,,mM^(-1)*s^(-1),((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S40,
210,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitD56G,L-Serine + Indole = H2O + L-Tryptophan,,,Indole,Km (Km),0.024,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S40,
211,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitP62Q,L-Serine + Indole = H2O + L-Tryptophan,,,Indole,concentration (A),Start: 0.02; End: 0.1,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S41,
212,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitP62Q,L-Serine + Indole = H2O + L-Tryptophan,,,Enzyme,concentration (E),,,,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S41,
213,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitP62Q,L-Serine + Indole = H2O + L-Tryptophan,,,L-Serine,concentration (B),40,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S41,
214,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitP62Q,L-Serine + Indole = H2O + L-Tryptophan,,,,kcat (kcat),8.31,,s^(-1),((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S41,
215,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitP62Q,L-Serine + Indole = H2O + L-Tryptophan,,,Indole,kcat/Km (kcat_Km),396,,mM^(-1)*s^(-1),((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S41,
216,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitP62Q,L-Serine + Indole = H2O + L-Tryptophan,,,Indole,Km (Km),0.021,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S41,
217,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitT63K,L-Serine + Indole = H2O + L-Tryptophan,,,Enzyme,concentration (E),,,,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S42,
218,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitT63K,L-Serine + Indole = H2O + L-Tryptophan,,,Indole,concentration (A),Start: 0.02; End: 0.1,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S42,
219,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitT63K,L-Serine + Indole = H2O + L-Tryptophan,,,L-Serine,concentration (B),40,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S42,
220,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitT63K,L-Serine + Indole = H2O + L-Tryptophan,,,,kcat (kcat),9.84,,s^(-1),((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S42,
221,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitT63K,L-Serine + Indole = H2O + L-Tryptophan,,,Indole,kcat/Km (kcat_Km),307,,mM^(-1)*s^(-1),((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S42,
222,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitT63K,L-Serine + Indole = H2O + L-Tryptophan,,,Indole,Km (Km),0.032,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S42,
223,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitQ65R,L-Serine + Indole = H2O + L-Tryptophan,,,Indole,concentration (A),Start: 0.02; End: 0.1,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S43,
224,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitQ65R,L-Serine + Indole = H2O + L-Tryptophan,,,L-Serine,concentration (B),40,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S43,
225,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitQ65R,L-Serine + Indole = H2O + L-Tryptophan,,,Enzyme,concentration (E),,,,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S43,
226,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitQ65R,L-Serine + Indole = H2O + L-Tryptophan,,,,kcat (kcat),11.64,,s^(-1),((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S43,
227,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitQ65R,L-Serine + Indole = H2O + L-Tryptophan,,,Indole,kcat/Km (kcat_Km),291,,mM^(-1)*s^(-1),((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S43,
228,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitQ65R,L-Serine + Indole = H2O + L-Tryptophan,,,Indole,Km (Km),0.04,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S43,
229,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitA67V,L-Serine + Indole = H2O + L-Tryptophan,,,Indole,concentration (A),Start: 0.02; End: 0.1,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S44,
230,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitA67V,L-Serine + Indole = H2O + L-Tryptophan,,,Enzyme,concentration (E),,,,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S44,
231,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitA67V,L-Serine + Indole = H2O + L-Tryptophan,,,L-Serine,concentration (B),40,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S44,
232,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitA67V,L-Serine + Indole = H2O + L-Tryptophan,,,,kcat (kcat),1.04,,s^(-1),((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S44,
233,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitA67V,L-Serine + Indole = H2O + L-Tryptophan,,,Indole,kcat/Km (kcat_Km),27,,mM^(-1)*s^(-1),((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S44,
234,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitA67V,L-Serine + Indole = H2O + L-Tryptophan,,,Indole,Km (Km),0.038,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S44,
235,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitY102C,L-Serine + Indole = H2O + L-Tryptophan,,,Indole,concentration (A),Start: 0.02; End: 0.1,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S45,
236,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitY102C,L-Serine + Indole = H2O + L-Tryptophan,,,L-Serine,concentration (B),40,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S45,
237,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitY102C,L-Serine + Indole = H2O + L-Tryptophan,,,Enzyme,concentration (E),,,,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S45,
238,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitY102C,L-Serine + Indole = H2O + L-Tryptophan,,,,kcat (kcat),0.76,,s^(-1),((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S45,
239,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitY102C,L-Serine + Indole = H2O + L-Tryptophan,,,Indole,kcat/Km (kcat_Km),19,,mM^(-1)*s^(-1),((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S45,
240,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitY102C,L-Serine + Indole = H2O + L-Tryptophan,,,Indole,Km (Km),0.04,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S45,
241,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitY102H,L-Serine + Indole = H2O + L-Tryptophan,,,L-Serine,concentration (B),40,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S46,
242,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitY102H,L-Serine + Indole = H2O + L-Tryptophan,,,Enzyme,concentration (E),,,,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S46,
243,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitY102H,L-Serine + Indole = H2O + L-Tryptophan,,,Indole,concentration (A),Start: 0.02; End: 0.1,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S46,
244,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitY102H,L-Serine + Indole = H2O + L-Tryptophan,,,,kcat (kcat),7.63,,s^(-1),((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S46,
245,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitY102H,L-Serine + Indole = H2O + L-Tryptophan,,,Indole,kcat/Km (kcat_Km),238,,mM^(-1)*s^(-1),((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S46,
246,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitY102H,L-Serine + Indole = H2O + L-Tryptophan,,,Indole,Km (Km),0.032,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S46,
247,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitN104S,L-Serine + Indole = H2O + L-Tryptophan,,,Enzyme,concentration (E),,,,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S47,
248,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitN104S,L-Serine + Indole = H2O + L-Tryptophan,,,Indole,concentration (A),Start: 0.02; End: 0.1,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S47,
249,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitN104S,L-Serine + Indole = H2O + L-Tryptophan,,,L-Serine,concentration (B),40,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S47,
250,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitN104S,L-Serine + Indole = H2O + L-Tryptophan,,,,kcat (kcat),2.7,,s^(-1),((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S47,
251,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitN104S,L-Serine + Indole = H2O + L-Tryptophan,,,Indole,kcat/Km (kcat_Km),84,,mM^(-1)*s^(-1),((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S47,
252,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitN104S,L-Serine + Indole = H2O + L-Tryptophan,,,Indole,Km (Km),0.032,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S47,
253,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitP21S,L-Serine + Indole = H2O + L-Tryptophan,,,L-Serine,concentration (B),40,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S48,
254,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitP21S,L-Serine + Indole = H2O + L-Tryptophan,,,Enzyme,concentration (E),,,,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S48,
255,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitP21S,L-Serine + Indole = H2O + L-Tryptophan,,,Indole,concentration (A),Start: 0.02; End: 0.1,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S48,
256,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitP21S,L-Serine + Indole = H2O + L-Tryptophan,,,,kcat (kcat),9.51,,s^(-1),((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S48,
257,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitP21S,L-Serine + Indole = H2O + L-Tryptophan,,,Indole,kcat/Km (kcat_Km),317.1,,mM^(-1)*s^(-1),((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S48,
258,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitP21S,L-Serine + Indole = H2O + L-Tryptophan,,,Indole,Km (Km),0.03,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S48,
259,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitP28S,L-Serine + Indole = H2O + L-Tryptophan,,,Enzyme,concentration (E),,,,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S49,
260,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitP28S,L-Serine + Indole = H2O + L-Tryptophan,,,Indole,concentration (A),Start: 0.02; End: 0.1,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S49,
261,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitP28S,L-Serine + Indole = H2O + L-Tryptophan,,,L-Serine,concentration (B),40,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S49,
262,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitP28S,L-Serine + Indole = H2O + L-Tryptophan,,,,kcat (kcat),9.47,,s^(-1),((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S49,
263,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitP28S,L-Serine + Indole = H2O + L-Tryptophan,,,Indole,kcat/Km (kcat_Km),278.6,,mM^(-1)*s^(-1),((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S49,
264,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitP28S,L-Serine + Indole = H2O + L-Tryptophan,,,Indole,Km (Km),0.034,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S49,
265,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitP98S,L-Serine + Indole = H2O + L-Tryptophan,,,Indole,concentration (A),Start: 0.02; End: 0.1,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S50,
266,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitP98S,L-Serine + Indole = H2O + L-Tryptophan,,,Enzyme,concentration (E),,,,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S50,
267,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitP98S,L-Serine + Indole = H2O + L-Tryptophan,,,L-Serine,concentration (B),40,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S50,
268,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitP98S,L-Serine + Indole = H2O + L-Tryptophan,,,,kcat (kcat),9.04,,s^(-1),((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S50,
